CustomerID,Gender,Age,Annual Income (k\$),Spending Score (1-100)
62,Male,35,69.710353681355,92.16636765264951
63,Male,51,50.77171414716387,7.046718025631511
64,Male,22,55.09707453512975,28.41088716657317
65,Male,43,97.04725164139869,80.81392669951308
66,Female,58,106.78969259139696,75.07770934798218
67,Female,18,111.57264333455352,19.267580916281354
68,Male,42,111.33341342093557,21.72558301033432
69,Female,43,26.127144571940224,37.67673817634682
70,Female,50,75.31927717371494,48.96777553391111
71,Female,22,22.022168722030603,62.2072223814993
72,Female,21,82.04252364349574,37.52245031740747
73,Male,47,68.86672116755199,46.790936897181645
74,Female,44,123.29991029651256,74.9996228752419
75,Male,43,57.8116315313536,4.631637086169192
76,Female,44,29.282176004167916,25.991257490058054
77,Female,30,32.44498521044598,71.6216090025707
78,Female,43,107.90429706953161,89.62547693103274
79,Male,44,90.42260372458385,51.656066769450945
80,Female,29,27.33696648698041,53.67923504126625
81,Male,66,25.261030346029685,11.61002912263783
82,Female,46,100.51823403801264,45.29382431552201
83,Male,23,23.87708677643161,53.729109379047294
84,Female,49,115.26692723342346,25.004579859838238
85,Male,26,101.16155171309254,27.655079863988714
86,Male,51,24.92455123831177,38.351132147357646
87,Female,56,25.350201118393414,2.9870485799949105
88,Male,28,135.3700285771434,32.88583739273465
89,Female,53,60.66103708224668,21.93335269265792
90,Female,45,60.21834194216069,33.42223786561355
91,Female,51,114.16154720541532,12.856451050105871
92,Female,66,130.56432644083077,89.1622007932496
93,Female,36,135.29212978639026,59.765652901850814
94,Female,29,106.91213860159088,68.23112959530447
95,Female,27,60.90366943477172,79.12795262212649
96,Female,28,25.18708743723759,50.34577769397667
97,Female,38,109.81192374314729,9.605108520654946
98,Female,44,83.12531846776821,54.17354764003623
99,Female,43,66.7550851281311,59.097270684067034
100,Male,51,125.57523498155778,74.79850794424867
101,Male,40,28.566092841350464,43.73429507673826
102,Female,60,75.10026272348482,13.630449976760811
103,Female,36,16.385144661625127,29.093814674073723
104,Female,76,72.1765983232834,36.945147343464875
105,Female,48,21.868999633184156,64.94580689182851
106,Female,27,29.495785784704772,57.50705216222228
107,Female,25,29.338202106806797,36.25357586388678
108,Female,46,94.20365685815976,98.66500963050498
109,Female,36,106.01747527038164,60.97170711633183
110,Male,49,86.17098934185347,24.485452381863453
111,Female,46,132.38505091389413,11.07646478941997
112,Male,38,60.7342107018919,16.133054779248873
113,Female,28,49.85687452638701,25.349815110066306
114,Female,18,120.96909363911415,16.90745595269601
115,Male,33,42.27869229937322,19.47013538107927
116,Female,51,132.51314981175457,29.22442170069086
117,Male,42,16.482845912157593,18.163985934180726
118,Female,22,133.32521685833194,89.77977703801609
119,Female,42,20.265509257970287,8.943140820502578
120,Male,45,123.71945987116467,52.92662756745521
121,Female,27,79.37953530852859,41.62928587197649
122,Male,42,136.14170512655465,98.25548307395204
123,Female,40,24.00318089771866,12.091851314637182
124,Male,23,82.57022269696114,40.38770430552842
125,Male,45,133.25490934553005,96.97757289426151
126,Female,47,78.81793698875816,86.68520546350405
127,Female,55,91.78663385250204,81.89013502397871
128,Male,54,99.88134005612329,26.532379877449042
129,Female,20,70.45400990166834,17.917871151616517
130,Female,26,91.56208577025573,67.19567877251866
131,Female,47,86.28634605461824,93.008222923631
132,Male,47,124.94127727990066,56.11952640837905
133,Male,47,20.54445840165786,57.58965625752008
134,Male,76,49.2775091302521,28.717930272368132
135,Male,47,130.95020105734017,77.17980038600176
136,Male,55,123.6121816346918,19.517331107194813
137,Male,53,70.59012383985697,33.04424440402013
138,Male,49,90.65617693178748,43.11820742302526
139,Male,35,48.840504323698184,51.253427489761044
140,Male,50,37.95078148629888,24.998563509092943
141,Female,29,71.57120540267783,12.36884564918115
142,Male,36,58.10897181917844,61.45138420172162
143,Female,33,86.2060456458064,29.57442477078532
144,Female,41,24.48362570972815,58.54258392083862
145,Female,72,133.87616653527232,16.28190881214603
146,Male,18,135.31771082651156,48.63287008362693
147,Male,49,100.17572911040891,53.726353822607
148,Male,18,80.40375669398269,6.130530145420264
149,Male,33,52.762369186931984,34.32382354119814
150,Female,55,114.28299240424774,14.30705301695845
151,Male,40,98.53720305157327,7.274122076804007
152,Male,24,34.83926660007674,99.00606300660458
153,Male,29,126.13311650824878,32.913030652497575
154,Male,49,115.34954363662662,81.17757013960885
155,Male,29,130.87558942161473,26.20942482161262
156,Female,43,103.53778002337991,68.468769500169
157,Male,40,89.83665390416637,76.26255812907897
158,Female,30,66.0256504274555,59.96823532017658
159,Male,70,128.7928749691896,47.68604266646568
160,Female,48,120.65979451904983,41.77225050057959
161,Male,18,20.516677752955108,35.53795838775653
162,Male,42,18.216770888664744,93.02338528053475
163,Female,30,60.928530759122054,83.23132137098519
164,Female,51,113.88750635538361,96.53766415598474
165,Female,28,135.4476877764232,13.305425125068927
166,Male,38,33.35086071463044,73.35588004516079
167,Female,47,87.48394727296049,93.89570522528274
168,Male,52,61.46868450898462,18.942073550400355
169,Male,23,133.3295565333816,7.583130469310972
170,Female,35,117.73850862255647,74.37094427971584
171,Female,33,117.27610197475882,57.87283820481128
172,Male,30,72.18056549498638,84.34104889906894
173,Male,64,65.60797928519514,14.83746528600266
174,Female,45,48.35566277554616,79.73146387412913
175,Female,22,21.87781059141311,20.96110468472671
176,Female,52,120.4961299031165,17.201938343704747
177,Male,69,114.17392311386946,17.262313995168302
178,Male,54,136.96555614090795,81.64289730290683
179,Male,18,136.58969412301644,66.85452484892382
180,Male,33,82.76266808352055,52.783477052142814
181,Male,57,108.81646465202228,36.52421792822675
182,Male,30,130.26141904565623,87.84285354049771
183,Female,46,118.6569816626442,39.852065634840905
184,Male,50,45.17646841267012,81.84334450768613
185,Male,27,69.9663845078314,44.474355948451624
186,Male,39,30.757448648482388,38.31749851306585
187,Female,18,131.39422532556415,46.805298781291036
188,Male,25,88.95330540300736,30.836409542250067
189,Male,36,42.89442227142246,75.01332863744886
190,Female,22,96.94748349751453,50.769318619155435
191,Male,62,90.41164533586328,23.989056819534913
192,Male,19,58.69585160000654,90.05788275418227
193,Male,33,28.854026248354742,39.00523091594793
194,Male,41,96.93192986232155,54.811733250284874
195,Male,60,78.47753951026277,90.74073898549015
196,Female,19,109.22284379174799,62.799561595485216
197,Female,56,78.45994713566319,12.572906030128044
198,Female,40,118.9661430388619,94.04338023773404
199,Male,26,82.33263433048724,63.14309725407037
200,Male,46,83.43443252731713,34.15565585105153
